name,conditional_sw1,joint_hq,conditional_mode_tv,per_mode_core_ratio,modes,cond_acc,tail_10sigma,train_seconds,wall_seconds,sampling_ms_per_1000,unique_outputs,parameters_G,parameters_D,parameters_prior,parameters_noise,equal_time_conditional_sw1,equal_time_joint_hq,equal_time_conditional_mode_tv,equal_time_per_mode_core_ratio,equal_time_modes,equal_time_cond_acc,equal_time_tail_10sigma,last_4k_sw1_change,late_mean_conditional_sw1,late_mean_joint_hq,late_mean_conditional_mode_tv,late_mean_per_mode_core_ratio,late_mean_modes,late_mean_cond_acc,late_mean_tail_10sigma
ddgan_atoms,0.11722943000495434,0.7786499857902527,0.10164999961853027,0.989213062284711,100,0.9110999703407288,0.08254999667406082,905.3789634638815,912.4423638150038,0.08265110081993043,20000,2658,35716,1600,0,0.12346336070561434,0.7273558060363033,0.1253534357277564,1.271316112041535,100.0,0.8955103939874712,0.09616528938539491,-0.01677549257874489,0.13629885325208307,0.740277099609375,0.11990966238081455,1.2033355778884711,100.0,0.900531005859375,0.094122314453125
ddgan_mog,0.11901514418423176,0.7957499623298645,0.10719999670982361,0.8893220988516856,100,0.9126499891281128,0.0794999971985817,893.8567912779108,900.8069586440106,0.08908614981919527,20000,2658,35716,1600,0,0.11675013726310417,0.7565629347956635,0.11464723192936348,1.0448258321052064,100.0,0.9012617555588862,0.0908599978590877,-0.004081597551703453,0.12001681961119175,0.76798095703125,0.11205663457512856,1.014217592196736,100.0,0.9037841796875,0.0874755859375
gan_atoms,0.7594733834266663,0.9345999956130981,0.42124998569488525,0.8544418429013594,77,0.9825499653816223,0.029899999499320984,782.5033787970024,787.7014032970183,0.01906214893097058,1600,2466,34948,1600,0,0.7582518607378006,0.9356689453125,0.42912110686302185,0.73696061504584,73.0,0.9827880859375,0.0294189453125,-0.00035899877548217773,0.767818333953619,0.952410888671875,0.42553198933601377,0.49539465437428437,74.7,0.984197998046875,0.017919921875
gan_mog,0.9024739563465118,0.951949954032898,0.4969499707221985,0.7011703027252364,77,0.9765499830245972,0.016999999061226845,811.8167647749069,817.2633870109858,0.020449150179047137,20000,2466,34948,1600,0,0.8634582061046769,0.9564129847934205,0.46769711633109684,0.5031905428209332,73.52220571324143,0.9836504917690795,0.014635102539211221,0.05565272271633148,0.7492923378944397,0.948358154296875,0.43624316304922106,0.669951975544967,76.6,0.981036376953125,0.020953369140625
