name,conditional_sw1,joint_hq,conditional_mode_tv,per_mode_core_ratio,modes,cond_acc,tail_10sigma,train_seconds,wall_seconds,sampling_ms_per_1000,unique_outputs,parameters_G,parameters_D,parameters_prior,parameters_noise,equal_time_conditional_sw1,equal_time_joint_hq,equal_time_conditional_mode_tv,equal_time_per_mode_core_ratio,equal_time_modes,equal_time_cond_acc,equal_time_tail_10sigma,last_4k_sw1_change
ddgan_mog,0.1816679947078228,0.052400000393390656,0.5482500195503235,9.456386288083706,24,0.4524499773979187,0.5749499797821045,127.1755829010217,129.05300903800526,0.0858670988236554,20000,2658,35716,1600,0,0.20849380035179096,0.0360783666931336,0.5868861841896483,9.662400922424348,20.092955188036107,0.413221644418746,0.6055372903205911,-0.009762551635503769
ddgan_atoms,0.18844786658883095,0.05169999971985817,0.5554999709129333,9.317310768060803,28,0.444599986076355,0.5686500072479248,124.87556372894323,126.81161845999304,0.08321660134242848,20000,2658,35716,1600,0,0.19092580437530987,0.035844022216360835,0.5856436878236412,9.607017647019681,18.905986290034516,0.4143563121763589,0.602405290548418,0.0007067285478115082
gan_atoms,0.578399658203125,0.9639999866485596,0.2885499894618988,0.5585446222179073,96,0.9872999787330627,0.017799999564886093,110.61139525895123,112.00022437798907,0.01925664982991293,1600,2466,34948,1600,0,0.577791228890419,0.961181640625,0.29191404581069946,0.6427201413598363,96.0,0.986328125,0.0191650390625,-0.05822712182998657
gan_mog,0.5984193980693817,0.9420999884605408,0.2809000015258789,1.1204327223790223,99,0.999049961566925,0.011049999855458736,113.01887284300756,114.43256877499516,0.025694198848214,20000,2466,34948,1600,0,0.6056420279009588,0.9452872727458038,0.28215190223961134,1.0581723962864216,98.59426800623598,0.9979715715221653,0.009314352525360399,-0.0030279606580734253
