run,phase,batch_size,z_dim,num_particles,lr,d_lr_mult,loss_type,gan_mode,reg_arm,reg_coeff,reg_every,reg_method,lr_anneal_start,lr_floor,beta1,epochs,steps_per_epoch,lambda_ep,ema_decay,fourier,log_interval,snapshot_interval,seed,prior_kind,sigma_rel,standardize,particle_lr_multiplier,particle_beta1,mog_metrics,mog_pass_criteria,reg_fd_eps,reg_sync_stats,fused_adam,final_samples,save_checkpoint,out_dir,modes,hq,bridge,kl_balance,share_min,share_max,width,width_audited_modes,modes_real,hq_real,bridge_real,kl_balance_real,share_min_real,share_max_real,width_real,width_audited_modes_real,modes_ratio,hq_ratio,bridge_ratio,width_ratio,kl_balance_ratio,share_min_ratio,share_max_ratio,d_med,r_eff,k_nbrs,raw_std,sigma,d0,bridge_heuristic,raw_std_ratio,r_eff_drift_flag,raw_std_drift_flag,purity_mean,purity_below_09,components_no_hq,components_unsampled,alloc_empty,bridge_i_mean,passed_strict,passed,passed_baseline,t_cover,d_gap,raw_std_live,raw_std_live_ratio,git_sha,total_seconds,passed_c0_mean,pass_coverage,pass_hq,pass_width,pass_balance
lr_n400_m0p1_s1,lr,256,4,400,0.0006,1.5,logistic,rp,b_cap,1.0,1,autograd,0.6,0.05,0.0,7,1000,1.0,0.995,2,100,1000000,1,mog,0.125,True,0.1,0.0,True,"{""hq_ratio_min"": 0.9988322835680561, ""kl_balance_max"": 0.03750414025263102, ""width_ratio_max"": 1.2090841395413692, ""width_ratio_min"": 0.7909158604586308}",0.05,True,False,200000,True,results/mog/stage1/lr_n400_m0p1_s1,100,0.167975,0.832025,0.13626778629409145,0.05655603512427444,2.2741479386813515,5.221066702010549,100,100,0.9888450000000001,0.011155000000000002,0.00026367065956829985,0.943525021616128,1.0497095095793578,1.0008236939430668,100,1.0,0.1698698987202241,74.58762886597937,5.21676968042241,516.8105792172654,0.05994121388259717,2.1664545456891724,0.5471486096381952,0.12010932913368313,4.64,1.0420113801956177,0.0657176524400711,0.5257412195205688,7.29099075154525e-05,1.0092688277574113,False,False,0.9978859279791806,2,6,0,0,0.8320864755121398,False,False,False,,0.28707051277160645,1.042040467262268,1.00929700083711,33b314481d098307d724527fd356444e3e4049a1,75.81055013998412,False,True,False,False,False
lr_n400_m0p1_s2,lr,256,4,400,0.0006,1.5,logistic,rp,b_cap,1.0,1,autograd,0.6,0.05,0.0,7,1000,1.0,0.995,2,100,1000000,2,mog,0.125,True,0.1,0.0,True,"{""hq_ratio_min"": 0.9988322835680561, ""kl_balance_max"": 0.03750414025263102, ""width_ratio_max"": 1.2090841395413692, ""width_ratio_min"": 0.7909158604586308}",0.05,True,False,200000,True,results/mog/stage1/lr_n400_m0p1_s2,100,0.16597,0.83403,0.11824128358805644,0.19581852141953368,2.578779297463397,5.213077577504552,100,100,0.9887900000000001,0.011210000000000001,0.0003148277328783014,0.9415548296402674,1.0624096117476918,0.9988371223060898,100,1.0,0.16785161662233639,74.40053523639607,5.219146806907547,375.57454836344846,0.20797357228186972,2.427292890565285,0.5335350310097892,0.12270213962749019,4.14,1.0072840452194214,0.06546588987112045,0.5237271189689636,9.528712902441809e-05,1.0094180732751485,False,False,0.9985465756008093,2,3,0,0,0.8340738816544544,False,False,False,,0.24777734279632568,1.007277488708496,1.0094115028736248,33b314481d098307d724527fd356444e3e4049a1,74.78309143599472,False,True,False,False,False
lr_n400_m0p1_s3,lr,256,4,400,0.0006,1.5,logistic,rp,b_cap,1.0,1,autograd,0.6,0.05,0.0,7,1000,1.0,0.995,2,100,1000000,3,mog,0.125,True,0.1,0.0,True,"{""hq_ratio_min"": 0.9988322835680561, ""kl_balance_max"": 0.03750414025263102, ""width_ratio_max"": 1.2090841395413692, ""width_ratio_min"": 0.7909158604586308}",0.05,True,False,200000,True,results/mog/stage1/lr_n400_m0p1_s3,99,0.16681500000000002,0.8331850000000001,0.15352685883233402,0.0,2.9703563828192907,5.21695592931464,100,100,0.98911,0.01089,0.00019250860896343998,0.9584373831019806,1.0504392838005885,0.998892710185982,100,0.99,0.1686516160993216,76.50918273645547,5.222739015027254,797.5064578098472,0.0,2.827727816949363,0.5617781766580423,0.11949215435763186,5.12,1.0218098163604736,0.06712808459997177,0.5370246767997742,7.320360047203444e-05,1.008916751522251,False,False,0.9976065382834903,2,2,0,1,0.833019187147641,False,False,False,,0.2794765830039978,1.0218172073364258,1.008924049239819,33b314481d098307d724527fd356444e3e4049a1,75.35614899499342,False,False,False,False,False
lr_n400_m0p3_s1,lr,256,4,400,0.0006,1.5,logistic,rp,b_cap,1.0,1,autograd,0.6,0.05,0.0,7,1000,1.0,0.995,2,100,1000000,1,mog,0.125,True,0.3,0.0,True,"{""hq_ratio_min"": 0.9988322835680561, ""kl_balance_max"": 0.03750414025263102, ""width_ratio_max"": 1.2090841395413692, ""width_ratio_min"": 0.7909158604586308}",0.05,True,False,200000,True,results/mog/stage1/lr_n400_m0p3_s1,100,0.17389000000000002,0.8261100000000001,0.1686426813161965,0.155270573350969,3.2664328023463107,5.052301399714347,100,100,0.9888450000000001,0.011155000000000002,0.00026367065956829985,0.943525021616128,1.0497095095793578,1.0008236939430668,100,1.0,0.17585162487548606,74.05737337516808,5.0481432746752635,639.5959322600025,0.16456434094880915,3.1117492720964712,0.5368894288234441,0.12240444477382759,4.31,1.0430257320404053,0.0657176524400711,0.5257412195205688,9.505961528108671e-05,1.0102513061801808,False,False,0.9997008853792774,0,2,0,0,0.8263856898468452,False,False,False,,0.32088524103164673,1.0430212020874023,1.010246918569408,33b314481d098307d724527fd356444e3e4049a1,75.44453804698423,False,True,False,False,False
lr_n400_m0p3_s2,lr,256,4,400,0.0006,1.5,logistic,rp,b_cap,1.0,1,autograd,0.6,0.05,0.0,7,1000,1.0,0.995,2,100,1000000,2,mog,0.125,True,0.3,0.0,True,"{""hq_ratio_min"": 0.9988322835680561, ""kl_balance_max"": 0.03750414025263102, ""width_ratio_max"": 1.2090841395413692, ""width_ratio_min"": 0.7909158604586308}",0.05,True,False,200000,True,results/mog/stage1/lr_n400_m0p3_s2,100,0.172105,0.827895,0.10545614420824118,0.15978617704308418,2.61468289706865,5.048144773242983,100,100,0.9887900000000001,0.011210000000000001,0.0003148277328783014,0.9415548296402674,1.0624096117476918,0.9988371223060898,100,1.0,0.17405616966191,73.85325602140945,5.054021982671164,334.96459553963723,0.16970459076093578,2.4610873886649314,0.5459968165527518,0.11990159628484835,4.75,1.0104269981384277,0.06546588987112045,0.5237271189689636,7.23150353444231e-05,1.0125676848419702,False,False,0.9996490133039221,0,2,0,0,0.827887599732307,False,False,False,,0.25605374574661255,1.010428547859192,1.0125692378459668,33b314481d098307d724527fd356444e3e4049a1,76.931163079018,False,True,False,False,False
lr_n400_m0p3_s3,lr,256,4,400,0.0006,1.5,logistic,rp,b_cap,1.0,1,autograd,0.6,0.05,0.0,7,1000,1.0,0.995,2,100,1000000,3,mog,0.125,True,0.3,0.0,True,"{""hq_ratio_min"": 0.9988322835680561, ""kl_balance_max"": 0.03750414025263102, ""width_ratio_max"": 1.2090841395413692, ""width_ratio_min"": 0.7909158604586308}",0.05,True,False,200000,True,results/mog/stage1/lr_n400_m0p3_s3,100,0.16854000000000002,0.8314600000000001,0.139090092189006,0.1423994304022784,3.6044855820576718,5.307660336485291,100,100,0.98911,0.01089,0.00019250860896343998,0.9584373831019806,1.0504392838005885,0.998892710185982,100,1.0,0.17039560817300403,76.35078053259872,5.313543969599165,722.5136212761328,0.14857457869746582,3.4314078287478957,0.5335182549238997,0.1258215327787553,4.52,1.0231173038482666,0.06712808459997177,0.5370246767997742,0.00015980556272200667,1.0102077413010913,False,False,0.9989501128749859,1,2,0,0,0.8312799562711743,False,False,False,,0.2774962782859802,1.023118019104004,1.0102084475318236,33b314481d098307d724527fd356444e3e4049a1,75.50662349601043,False,True,False,False,False
lr_n400_m10p0_s1,lr,256,4,400,0.0006,1.5,logistic,rp,b_cap,1.0,1,autograd,0.6,0.05,0.0,7,1000,1.0,0.995,2,100,1000000,1,mog,0.125,True,10.0,0.0,True,"{""hq_ratio_min"": 0.9988322835680561, ""kl_balance_max"": 0.03750414025263102, ""width_ratio_max"": 1.2090841395413692, ""width_ratio_min"": 0.7909158604586308}",0.05,True,False,200000,True,results/mog/stage1/lr_n400_m10p0_s1,100,0.367705,0.632295,0.12791035062196177,0.14821664105736937,2.8038781088100517,3.3101030073036823,100,100,0.9888450000000001,0.011155000000000002,0.00026367065956829985,0.943525021616128,1.0497095095793578,1.0008236939430668,100,1.0,0.3718530204430421,56.68265351860152,3.3073787394685543,485.11408448473406,0.15708819338303795,2.671099083339379,0.016651155381420105,3.946732279815308,1.655,2.6541309356689453,0.0657176524400711,0.5257412195205688,0.7440781276870377,2.5707316340963544,True,True,0.9998522021874077,0,2,0,0,0.6321569465926651,False,False,False,,0.17623662948608398,2.654581069946289,2.571167624051035,33b314481d098307d724527fd356444e3e4049a1,75.39452112102299,False,True,False,False,False
lr_n400_m10p0_s2,lr,256,4,400,0.0006,1.5,logistic,rp,b_cap,1.0,1,autograd,0.6,0.05,0.0,7,1000,1.0,0.995,2,100,1000000,2,mog,0.125,True,10.0,0.0,True,"{""hq_ratio_min"": 0.9988322835680561, ""kl_balance_max"": 0.03750414025263102, ""width_ratio_max"": 1.2090841395413692, ""width_ratio_min"": 0.7909158604586308}",0.05,True,False,200000,True,results/mog/stage1/lr_n400_m10p0_s2,100,0.36979500000000004,0.630205,0.16613214328399728,0.16766046052542624,3.0827891128868696,3.4481949470101707,100,100,0.9887900000000001,0.011210000000000001,0.0003148277328783014,0.9415548296402674,1.0624096117476918,0.9988371223060898,100,1.0,0.373987398739874,56.21810883140053,3.4522094443677322,527.6922136596419,0.17806765495481872,2.901695427826185,0.013939087859870025,4.696569139189778,1.82,2.614858388900757,0.06546588987112045,0.5237271189689636,0.8328473257271753,2.6203982177009366,True,True,0.9999672871209394,0,3,0,0,0.6301548206347279,False,False,False,,0.1887836456298828,2.615530014038086,2.621071265740666,33b314481d098307d724527fd356444e3e4049a1,75.54142665700056,False,True,False,False,False
lr_n400_m10p0_s3,lr,256,4,400,0.0006,1.5,logistic,rp,b_cap,1.0,1,autograd,0.6,0.05,0.0,7,1000,1.0,0.995,2,100,1000000,3,mog,0.125,True,10.0,0.0,True,"{""hq_ratio_min"": 0.9988322835680561, ""kl_balance_max"": 0.03750414025263102, ""width_ratio_max"": 1.2090841395413692, ""width_ratio_min"": 0.7909158604586308}",0.05,True,False,200000,True,results/mog/stage1/lr_n400_m10p0_s3,100,0.38001500000000005,0.619985,0.1208341367815311,0.24604291935844635,2.8169940660237094,3.5901854833749636,100,100,0.98911,0.01089,0.00019250860896343998,0.9584373831019806,1.0504392838005885,0.998892710185982,100,1.0,0.3841989263074886,56.931588613406795,3.5941652659638628,627.6817303504549,0.2567125653656465,2.6817295482624743,0.013523636176435193,4.9637600216531865,1.755,2.5754358768463135,0.06712808459997177,0.5370246767997742,0.8070935448541675,2.5429393582034057,True,True,0.9999609527528308,0,6,0,0,0.6199854315504049,False,False,False,,0.17609135806560516,2.576003313064575,2.5434996345844487,33b314481d098307d724527fd356444e3e4049a1,75.8540995719959,False,True,False,False,False
lr_n400_m1p0_s1,lr,256,4,400,0.0006,1.5,logistic,rp,b_cap,1.0,1,autograd,0.6,0.05,0.0,7,1000,1.0,0.995,2,100,1000000,1,mog,0.125,True,1.0,0.0,True,"{""hq_ratio_min"": 0.9988322835680561, ""kl_balance_max"": 0.03750414025263102, ""width_ratio_max"": 1.2090841395413692, ""width_ratio_min"": 0.7909158604586308}",0.05,True,False,200000,True,results/mog/stage1/lr_n400_m1p0_s1,100,0.200415,0.7995850000000001,0.13110460320956135,0.11725669236334606,2.973829304193798,4.721372799046925,100,100,0.9888450000000001,0.011155000000000002,0.00026367065956829985,0.943525021616128,1.0497095095793578,1.0008236939430668,100,1.0,0.20267584909667338,71.67951591214701,4.717487033550893,497.22863903103604,0.12427512750271481,2.8330021563636953,0.49925208335224003,0.13163220471471718,3.695,1.10904061794281,0.0657176524400711,0.5257412195205688,0.00026898939052756246,1.074191842507866,False,False,0.9992346953055335,1,0,0,0,0.7997519081542552,False,False,False,,0.2760082483291626,1.1090399026870728,1.0741911497272176,33b314481d098307d724527fd356444e3e4049a1,74.60644693399081,False,True,False,False,False
lr_n400_m1p0_s2,lr,256,4,400,0.0006,1.5,logistic,rp,b_cap,1.0,1,autograd,0.6,0.05,0.0,7,1000,1.0,0.995,2,100,1000000,2,mog,0.125,True,1.0,0.0,True,"{""hq_ratio_min"": 0.9988322835680561, ""kl_balance_max"": 0.03750414025263102, ""width_ratio_max"": 1.2090841395413692, ""width_ratio_min"": 0.7909158604586308}",0.05,True,False,200000,True,results/mog/stage1/lr_n400_m1p0_s2,100,0.219505,0.780495,0.12812617260862286,0.12755973668025786,2.8587048131022073,4.44627175102546,100,100,0.9887900000000001,0.011210000000000001,0.0003148277328783014,0.9415548296402674,1.0624096117476918,0.9988371223060898,100,1.0,0.22199354766937368,69.62488849241748,4.451448240890387,406.97231923386755,0.1354777572847177,2.690774614133585,0.38281095706577994,0.17101362608038198,1.72,1.0856646299362183,0.06546588987112045,0.5237271189689636,0.002974305362063754,1.0879647147935039,False,False,0.9997926868044517,0,0,0,0,0.7804496862976206,False,False,False,,0.2388601303100586,1.0856989622116089,1.0879991198051195,33b314481d098307d724527fd356444e3e4049a1,76.69835810898803,False,True,False,False,False
lr_n400_m1p0_s3,lr,256,4,400,0.0006,1.5,logistic,rp,b_cap,1.0,1,autograd,0.6,0.05,0.0,7,1000,1.0,0.995,2,100,1000000,3,mog,0.125,True,1.0,0.0,True,"{""hq_ratio_min"": 0.9988322835680561, ""kl_balance_max"": 0.03750414025263102, ""width_ratio_max"": 1.2090841395413692, ""width_ratio_min"": 0.7909158604586308}",0.05,True,False,200000,True,results/mog/stage1/lr_n400_m1p0_s3,100,0.19838000000000003,0.8016200000000001,0.15662103832215518,0.1058574453069866,3.639479786268777,5.25590442188522,100,100,0.98911,0.01089,0.00019250860896343998,0.9584373831019806,1.0504392838005885,0.998892710185982,100,1.0,0.20056414352296512,73.61065197428834,5.261730682674251,813.5793986849682,0.11044795118944463,3.4647217049050143,0.5012342173766638,0.13392558263740173,3.89,1.088902235031128,0.06712808459997177,0.5370246767997742,0.0003674099650289121,1.0751626066835087,False,False,0.9996379635198731,0,2,0,0,0.8015533950415693,False,False,False,,0.20463132858276367,1.0889331102371216,1.0751930923101243,33b314481d098307d724527fd356444e3e4049a1,76.06548914700397,False,True,False,False,False
lr_n400_m3p0_s1,lr,256,4,400,0.0006,1.5,logistic,rp,b_cap,1.0,1,autograd,0.6,0.05,0.0,7,1000,1.0,0.995,2,100,1000000,1,mog,0.125,True,3.0,0.0,True,"{""hq_ratio_min"": 0.9988322835680561, ""kl_balance_max"": 0.03750414025263102, ""width_ratio_max"": 1.2090841395413692, ""width_ratio_min"": 0.7909158604586308}",0.05,True,False,200000,True,results/mog/stage1/lr_n400_m3p0_s1,100,0.27786,0.72214,0.16251003344397524,0.14215792125530843,3.10588065932484,4.080821730025516,100,100,0.9888450000000001,0.011155000000000002,0.00026367065956829985,0.943525021616128,1.0497095095793578,1.0008236939430668,100,1.0,0.28099449357583844,64.7368892873151,4.077463148327161,616.3371901524731,0.15066682705649032,2.9588001546917835,0.11388258440387591,0.577064990086706,1.305,1.5553230047225952,0.0657176524400711,0.5257412195205688,0.25202257700527086,1.5064509424703403,True,False,0.9998565865609657,0,5,0,0,0.7223373123760516,False,False,False,,0.25695931911468506,1.5554938316345215,1.506616401581849,33b314481d098307d724527fd356444e3e4049a1,75.9105727240094,False,True,False,False,False
lr_n400_m3p0_s2,lr,256,4,400,0.0006,1.5,logistic,rp,b_cap,1.0,1,autograd,0.6,0.05,0.0,7,1000,1.0,0.995,2,100,1000000,2,mog,0.125,True,3.0,0.0,True,"{""hq_ratio_min"": 0.9988322835680561, ""kl_balance_max"": 0.03750414025263102, ""width_ratio_max"": 1.2090841395413692, ""width_ratio_min"": 0.7909158604586308}",0.05,True,False,200000,True,results/mog/stage1/lr_n400_m3p0_s2,100,0.27041000000000004,0.7295900000000001,0.12701145025416924,0.17565918420176768,2.768018934211013,4.107308110206255,100,100,0.9887900000000001,0.011210000000000001,0.0003148277328783014,0.9415548296402674,1.0624096117476918,0.9988371223060898,100,1.0,0.2734756621729589,65.08385370205174,4.112089967905284,403.43158175098347,0.18656288372380866,2.6054159371332766,0.018548420310164165,3.5294590469920744,1.335,1.5665713548660278,0.06546588987112045,0.5237271189689636,0.5923026570796073,1.5698902868380462,True,False,1.0,0,3,0,0,0.7297090045765778,False,False,False,,0.1918652057647705,1.5666584968566895,1.56997761344739,33b314481d098307d724527fd356444e3e4049a1,75.37628291398869,False,True,False,False,False
lr_n400_m3p0_s3,lr,256,4,400,0.0006,1.5,logistic,rp,b_cap,1.0,1,autograd,0.6,0.05,0.0,7,1000,1.0,0.995,2,100,1000000,3,mog,0.125,True,3.0,0.0,True,"{""hq_ratio_min"": 0.9988322835680561, ""kl_balance_max"": 0.03750414025263102, ""width_ratio_max"": 1.2090841395413692, ""width_ratio_min"": 0.7909158604586308}",0.05,True,False,200000,True,results/mog/stage1/lr_n400_m3p0_s3,100,0.3562,0.6438,0.17803560286668876,0.17265581134194272,3.607523862998316,3.476126202943858,100,100,0.98911,0.01089,0.00019250860896343998,0.9584373831019806,1.0504392838005885,0.998892710185982,100,1.0,0.36012172559169353,59.11845730027548,3.4799795488512917,924.8189149842133,0.1801430269582584,3.4343002195671453,0.017339610775584685,3.8713720549305837,1.73,1.5156371593475342,0.06712808459997177,0.5370246767997742,0.7761095251029045,1.4965130446113006,True,False,1.0,0,1,0,0,0.6435855227026448,False,False,False,,0.23041677474975586,1.515765905380249,1.4966401661431339,33b314481d098307d724527fd356444e3e4049a1,68.42046308101271,False,True,False,False,False
