steps,sigma_rel,n_runs,passes,original_passes,mean_passes,r_eff_flags,raw_scale_flags,modes,modes_std,hq,hq_std,hq_ratio,hq_ratio_std,width_ratio,width_ratio_std,kl_balance,kl_balance_std,purity_mean,purity_mean_std,purity_below_09,purity_below_09_std,alloc_empty,alloc_empty_std,r_eff,r_eff_std,raw_std_live_ratio,raw_std_live_ratio_std,d_gap,d_gap_std,bridge,bridge_std,bridge_heuristic,bridge_heuristic_std
7000,0.0,3,0,0,0,0,3,100.0,0.0,0.9807133333333334,0.004600065820785131,0.9917070743482627,0.004791068164117623,0.3925453759423054,0.029414194661634897,0.027540739136938563,0.003393504031401458,1.0,6.409875621278546e-17,0.0,0.0,0.0,0.0,0.0,0.0,3.165935869661501,0.10846867975058971,0.03996153175830841,0.015495354028276537,0.01928666666666667,0.0046000658207851295,0.0,0.0
7000,0.03125,3,0,0,0,0,3,100.0,0.0,0.9515350000000001,0.007517091636175956,0.9622018225838875,0.00770337496369821,1.153526465719479,0.02823633819837583,0.049662942158728,0.002255403656323492,1.0,0.0,0.0,0.0,0.0,0.0,0.039482289447937774,0.003443504513800116,3.1987041928575977,0.016007685204970205,0.07153269151846568,0.023106007535033772,0.048465,0.007517091636175966,2.1155668651786143e-32,2.8534035648988786e-32
7000,0.0625,3,0,0,0,3,3,100.0,0.0,0.6468233333333334,0.01228082945986235,0.6540735085618672,0.012407122173341712,2.1127332901891003,0.044967942827133615,0.08247870403883163,0.007407645527038394,1.0,0.0,0.0,0.0,0.0,0.0,0.9993996636000557,0.7155317130939328,3.2257390742794976,0.03158292262043484,0.14094670613606772,0.023957281692901983,0.3531766666666667,0.012280829459862327,0.239969295817511,0.17497961810242754
7000,0.125,3,0,0,0,3,3,100.0,0.0,0.37594833333333333,0.018788437194780783,0.38016071492241216,0.018965701487760604,3.3729647660007784,0.1568175705792819,0.15626128822427593,0.018980402948477734,1.0,0.0,0.0,0.0,0.0,0.0,4.62968477497855,0.5165098638628473,3.2614488027056274,0.10794908444307313,0.2056377132733663,0.00786133198113206,0.6240516666666668,0.018788437194780794,0.8371739329773304,0.03970626900946205
14000,0.025,3,0,0,0,0,3,100.0,0.0,0.9853633333333334,0.0013270288450352354,0.9964084126790329,0.0012503325114984862,0.9263305744703754,0.010613506154876327,0.03588310562054201,0.0003420088059238138,1.0,0.0,0.0,0.0,0.0,0.0,0.03193738753059915,0.003767426051179533,3.8619919635391375,0.008965025221462152,0.07664539416631062,0.014974788109056848,0.014636666666666668,0.0013270288450352367,5.047464026494813e-43,7.138192081856615e-43
14000,0.03125,3,0,0,0,2,3,100.0,0.0,0.9676633333333333,0.003848916153354792,0.9785103976922512,0.003959370617492119,1.0660850462951337,0.021280267274314535,0.03590980613629022,0.004319771967372673,1.0,0.0,0.0,0.0,0.0,0.0,0.06508158576335628,0.01972551504310994,3.819663402155488,0.02179377668637383,0.06568321337302525,0.016199158869327632,0.03233666666666667,0.0038489161533548063,4.972530263064611e-09,7.032219388485413e-09
