offset,step,support_modes,max_particle_dist,logit_gap,paired_margin,grad_ratio_d_over_g
202,331,0,1.5879,0.0646,0.1789,3.078
202,336,1,1.1244,0.5409,0.1708,2.799
202,341,0,1.2375,-0.1819,0.1038,11.858
202,346,0,1.0523,0.3445,0.2428,1.924
202,351,0,1.9387,0.7118,0.2687,1.479
202,356,0,1.5439,1.0649,0.3482,4.115
202,361,1,1.2165,0.2009,0.1736,2.882
202,366,2,1.2113,0.3363,0.2449,1.339
202,371,2,1.2768,0.5041,0.2401,2.970
202,376,0,1.5318,0.5377,0.4216,3.554
202,381,2,1.3227,0.6965,0.2825,4.122
202,386,3,1.3254,0.9503,0.3900,7.508
202,391,2,1.4998,0.5962,0.1671,7.542
202,396,0,1.4198,0.3817,0.2839,1.614
202,401,3,1.1038,0.9212,0.3196,6.354
202,406,1,1.2481,-0.0465,0.2159,4.434
202,411,2,1.4057,0.1738,0.1835,2.858
202,416,0,2.8761,0.7302,0.1882,5.954
202,421,3,2.0793,0.2620,0.1715,5.577
202,426,4,2.0972,0.5126,0.2810,3.207
202,431,3,1.5328,0.5712,0.4078,4.848
202,436,3,1.8794,0.6907,0.3545,3.433
202,441,3,0.9226,1.3798,0.4149,5.030
202,446,1,0.8394,0.4757,0.3803,2.902
202,451,0,2.2164,-0.0743,0.0762,5.252
202,456,0,2.4514,-0.0217,0.0982,14.310
202,461,1,2.3785,-0.0044,0.2016,4.296
202,466,2,2.1294,-0.0080,0.0599,1.980
202,471,2,2.1755,0.0377,0.1163,0.648
202,476,0,2.0973,-0.0811,0.0904,6.353
202,481,1,2.2023,-0.0339,0.1404,2.253
202,486,3,2.1539,-0.0305,0.1160,3.181
202,491,2,2.6494,-0.0800,0.3546,2.242
202,496,1,2.0456,-0.0081,0.2171,1.383
202,501,3,1.9317,-0.0439,0.2001,2.449
202,506,0,1.2425,0.0569,0.1313,6.160
202,511,1,1.0069,0.1718,0.2043,5.581
202,516,2,1.2547,0.4560,0.2813,4.671
202,521,1,3.1203,0.2450,0.2683,4.237
202,526,1,1.1672,-0.2867,0.5274,2.038
202,531,2,1.1415,0.4220,0.4137,4.169
202,536,2,0.8117,0.3382,0.3497,8.564
202,541,4,1.5299,0.5293,0.4401,5.678
202,546,0,0.9694,0.4314,0.4100,2.541
202,551,2,1.6045,0.9097,0.5248,2.487
202,556,2,1.2455,0.8361,0.2378,10.942
202,561,0,1.1596,0.3249,0.3400,3.214
202,566,2,2.3820,0.5518,0.3168,4.795
202,571,2,1.3524,0.2329,0.3350,3.132
202,576,1,1.3716,0.5849,0.3793,6.294
202,581,1,1.5565,0.2603,0.3607,2.630
202,586,2,1.4962,0.4176,0.2910,4.042
202,591,4,1.3651,1.0065,0.4118,1.814
202,596,4,1.4158,0.5963,0.2614,8.250
202,601,4,1.3287,0.5727,0.4110,7.423
202,606,2,1.1177,1.3609,0.3468,2.510
202,611,4,1.2978,0.9641,0.4009,4.020
202,616,4,1.5256,1.3000,0.3727,5.374
202,621,3,1.7061,1.5839,0.5036,7.119
202,626,5,1.5931,0.7024,0.3187,2.415
202,631,3,1.1460,1.5145,0.4560,7.096
202,636,2,2.1426,1.9523,0.5769,3.005
202,641,1,2.0397,0.2675,0.4387,6.385
202,646,2,1.8342,0.5215,0.2997,5.118
202,651,0,2.2008,0.9343,0.2941,2.538
202,656,1,1.5185,0.0686,0.3940,9.619
202,661,3,1.5661,-0.0571,0.2557,6.433
202,666,2,2.1393,0.0516,0.2617,10.190
202,671,2,2.1836,0.6617,0.3237,3.933
202,676,1,1.2060,-0.0840,0.2320,1.931
202,681,6,0.9610,0.0101,0.1832,12.716
202,686,6,1.0010,0.7639,0.3493,6.480
202,691,2,0.9957,0.9476,0.4582,3.850
202,696,2,1.1625,1.9244,0.5281,2.244
202,701,1,1.2195,0.3245,0.6461,10.123
202,706,1,2.3934,1.9844,0.4601,2.885
202,711,1,2.0419,1.4796,0.5344,4.859
202,716,0,2.8514,-0.2377,-0.1508,9.300
202,721,1,3.0208,-0.0568,0.2666,2.063
202,726,2,1.1039,0.0187,0.1959,3.332
202,731,3,0.9926,0.0439,0.1275,5.520
202,736,0,1.4835,0.1098,0.3261,1.808
202,741,2,1.8777,0.0343,0.2924,3.570
202,746,2,1.7587,0.0742,0.2470,4.108
202,751,4,0.7827,0.0974,0.2492,6.756
202,756,3,0.9917,0.3399,0.4697,3.697
202,761,4,0.9765,0.0416,0.3461,3.205
202,766,4,0.7678,0.8614,0.4169,5.229
202,771,1,1.5092,1.1888,0.5817,10.642
202,776,2,1.0534,1.0337,0.4407,3.645
202,781,1,1.0696,0.4148,0.4903,5.640
202,786,6,0.7947,1.1354,0.6420,2.409
202,791,5,1.1221,1.6979,0.6328,3.328
202,796,2,0.8438,0.0607,0.5209,2.097
202,801,0,2.1827,-0.0051,-0.1360,21.857
202,806,0,2.2849,0.2638,0.2480,4.340
202,811,0,2.0061,0.3657,0.1469,3.448
202,816,2,3.1015,0.3009,0.1115,4.960
202,821,4,2.1098,0.2578,0.1606,6.662
202,826,4,1.3028,0.7779,0.2646,4.046
202,831,1,1.4084,0.1084,0.2357,3.019
202,836,1,1.3803,1.7655,0.3045,3.333
202,841,2,1.1219,2.0454,0.3823,9.254
202,846,3,1.7247,1.8507,0.4412,5.587
202,851,3,1.1093,1.3315,0.5291,2.347
202,856,3,1.1215,1.7147,0.5502,2.738
202,861,0,0.8451,2.2258,0.4574,4.772
202,866,1,1.1744,1.8025,0.3117,8.302
202,871,1,1.1388,1.4021,0.5916,5.223
202,876,2,1.2878,1.7661,0.5414,5.880
202,881,3,0.8907,2.1188,0.7752,2.058
202,886,1,0.9660,2.2443,0.5642,11.265
202,891,3,1.1019,0.2413,0.3158,14.143
202,896,4,1.1765,0.8835,0.4970,8.441
202,901,3,0.8235,1.0121,0.5808,5.796
202,906,5,1.0074,1.4376,0.5746,3.580
202,911,5,1.0228,1.5650,0.7127,3.581
202,916,5,1.1379,1.9414,0.7185,3.533
202,921,4,0.7111,2.0309,0.8275,5.515
202,926,5,0.9635,1.9299,0.7189,4.132
202,931,4,0.8301,2.0185,0.6346,2.803
202,936,6,0.6624,1.8063,0.6980,5.101
202,941,4,0.7861,1.6936,0.8823,4.990
202,946,5,0.5785,2.2152,0.8150,1.741
202,951,6,0.4113,1.9873,0.7418,4.805
202,956,6,0.4382,2.8444,0.9418,5.460
202,961,6,0.8735,2.7905,0.8328,4.719
202,966,6,0.9025,2.7196,0.9267,2.559
202,971,6,0.9492,3.1644,1.2737,5.429
202,976,3,0.8183,3.5944,1.0722,3.306
202,981,4,0.7098,2.2514,0.8661,4.515
202,986,3,1.4678,3.1370,0.9087,5.280
202,991,5,1.1556,3.2610,1.1486,6.018
202,996,3,1.0627,3.0651,1.2019,3.550
202,1001,4,1.2601,2.8822,1.0731,5.529
202,1006,5,1.4411,2.9456,1.3365,5.351
202,1011,5,1.7210,2.7725,1.1006,8.568
202,1016,5,1.9329,3.1928,1.3247,12.915
202,1021,4,1.7932,3.3599,1.3291,7.724
202,1026,4,1.9744,3.0763,1.2199,6.524
202,1031,5,2.0806,3.0515,1.4123,8.802
202,1036,5,2.1256,3.5171,1.2801,7.542
202,1041,5,2.0240,3.8250,1.3833,6.378
202,1046,4,2.0486,3.3677,1.5258,6.873
202,1051,4,2.0466,3.3946,1.3199,7.849
202,1056,4,1.7316,3.6791,1.5531,8.011
202,1061,3,0.5281,3.6280,1.2001,3.826
202,1066,5,0.2528,3.6518,0.9419,10.188
202,1071,6,0.2271,3.6189,1.0456,4.478
202,1076,6,0.2111,3.5498,1.0464,9.131
202,1081,6,0.2307,3.7745,1.0723,12.267
202,1086,6,0.2287,3.7204,1.0515,6.654
202,1091,6,0.2612,3.5872,0.9723,11.758
202,1096,6,0.1958,3.8462,1.1137,14.637
202,1101,6,0.1951,3.9065,1.1817,13.177
202,1106,6,0.1501,3.8596,1.4100,9.949
202,1111,6,0.1857,4.0195,1.1792,7.710
202,1116,6,0.1916,3.8846,1.0292,17.942
202,1121,6,0.1723,3.9702,1.2642,14.459
202,1126,6,0.1686,3.8559,1.2163,17.367
202,1131,6,0.1739,3.9722,1.3055,28.050
202,1136,6,0.1677,4.0528,0.8695,18.689
202,1141,6,0.1631,4.0831,1.5989,27.319
202,1146,6,0.1420,3.9962,1.0236,50.330
202,1151,6,0.1437,4.0749,1.3198,10.698
202,1156,6,0.1415,4.0955,1.0215,13.728
202,1161,6,0.1413,4.0967,1.2082,24.785
202,1166,6,0.1449,4.0508,1.2437,26.019
202,1171,6,0.1477,4.0648,0.8983,42.190
202,1176,6,0.1492,4.0664,1.1936,14.458
202,1181,6,0.1503,4.0825,1.5530,28.724
202,1186,6,0.1478,4.1016,1.2410,25.701
202,1191,6,0.1450,4.1055,1.5082,39.416
202,1196,6,0.1436,4.1042,1.1514,32.050
303,1,0,2.9282,0.0555,0.0315,42.600
303,6,0,2.8846,0.0285,0.0209,6.652
303,11,0,2.8305,0.0312,0.0589,7.268
303,16,0,2.6660,0.2365,0.0625,39.076
303,21,0,2.6142,0.1914,0.0623,4.422
303,26,1,2.3128,-0.0011,0.0380,3.003
303,31,1,4.4581,-0.0377,0.0212,3.008
303,36,0,2.3508,0.0072,0.0225,3.134
303,41,0,2.0865,0.0552,0.0309,2.704
303,46,0,1.9385,0.0720,0.0493,4.537
303,51,1,2.1206,0.1085,0.0502,6.455
303,56,1,2.7093,0.0829,0.0798,2.012
303,61,0,4.5001,0.0090,0.0899,2.837
303,66,0,2.4437,0.0891,0.0710,2.907
303,71,0,2.3828,-0.1913,0.0267,3.496
303,76,0,2.8788,0.0603,0.0898,2.906
303,81,0,4.2299,0.1012,0.0606,3.536
303,86,0,3.2479,-0.0221,0.0134,5.209
303,91,1,1.9406,-0.0764,0.0380,4.653
303,96,2,2.0845,-0.0010,0.0967,2.407
303,101,1,2.0224,0.0250,0.0707,8.976
303,106,0,2.2873,0.0490,0.0946,1.646
303,111,0,2.1196,0.1346,0.1324,4.445
303,116,0,2.9433,0.0531,0.0843,1.088
303,121,0,1.8947,0.1674,0.1303,1.710
303,126,2,1.9551,0.1493,0.1039,2.049
303,131,0,2.2491,0.3559,0.1934,1.094
303,136,0,2.1714,0.1726,0.1379,4.765
303,141,0,2.8511,0.3235,0.1877,0.780
303,146,0,2.1967,0.0119,0.0553,3.833
303,151,0,1.5388,0.1866,0.1425,3.922
303,156,1,2.1003,0.3791,0.2636,5.933
303,161,2,2.4449,0.3497,0.1890,13.248
303,166,1,2.3728,0.3055,0.1579,8.848
303,171,0,2.4317,0.0655,0.2386,2.214
303,176,0,4.4614,0.0424,0.1425,2.434
303,181,0,2.0437,0.2052,0.1887,5.005
303,186,1,2.1868,0.1168,0.1123,1.929
303,191,1,2.0371,0.0703,0.1888,1.632
303,196,1,2.6540,0.3423,0.1649,3.121
303,201,0,1.4896,0.4086,0.2140,4.403
303,206,3,1.5696,0.1170,0.1595,4.290
303,211,1,1.5881,0.3186,0.2103,4.438
303,216,1,2.5085,-0.1986,0.2244,0.786
303,221,2,2.7209,0.2153,0.2438,5.379
303,226,0,2.3077,0.2516,0.2067,4.244
303,231,0,2.3357,0.5147,0.2927,6.042
303,236,2,2.1053,0.6792,0.2584,1.935
303,241,0,2.9853,0.2361,0.3244,3.888
303,246,2,2.4057,0.4925,0.1843,2.909
303,251,1,1.8027,1.0431,0.4578,2.387
303,256,2,2.5553,0.5918,0.2505,4.795
303,261,1,2.1521,0.1360,0.1171,8.815
303,266,2,2.3314,0.2599,0.2050,8.220
303,271,1,2.5534,-0.0811,0.2405,1.516
303,276,1,2.2376,0.0990,0.1862,3.209
303,281,1,2.1852,-0.0954,0.2252,3.014
303,286,1,2.0963,0.1963,0.2634,2.712
303,291,0,2.2197,-0.0596,0.1192,4.327
303,296,0,4.7153,0.3385,0.3882,1.358
303,301,0,2.8307,-0.1786,0.1696,2.665
303,306,0,2.5233,0.6172,0.4901,4.721
303,311,0,2.5409,0.0339,0.4003,6.876
303,316,1,3.3892,0.1406,0.2158,3.236
303,321,1,2.6949,0.0408,0.2376,6.623
303,326,3,2.6339,0.0012,0.2771,3.879
303,331,0,2.4829,0.6245,0.3016,16.057
303,336,3,2.2761,0.1145,0.2100,4.844
303,341,2,1.7327,0.4178,0.1491,2.124
303,346,3,1.9371,0.5892,0.2492,4.575
303,351,2,1.8552,0.6077,0.2740,4.847
303,356,1,1.8826,0.2705,0.1880,3.290
303,361,2,2.1831,0.7368,0.3053,2.152
303,366,1,2.7304,0.0118,0.0566,7.566
303,371,4,2.1547,0.5387,0.1815,3.851
303,376,1,2.2433,0.9426,0.3401,4.520
303,381,0,1.3579,-0.1403,-0.0712,5.867
303,386,2,1.2347,0.1446,0.0718,7.260
303,391,3,1.1350,0.1557,0.1020,4.570
303,396,4,1.3429,0.1399,0.1467,3.073
303,401,3,1.1081,0.4055,0.1506,3.065
303,406,6,1.1173,0.4652,0.1748,3.222
303,411,4,0.7609,0.9169,0.2294,4.236
303,416,1,1.1873,0.7175,0.1626,3.218
303,421,3,1.3310,0.0328,0.2053,3.644
303,426,2,1.4725,0.3515,0.1456,1.790
303,431,7,1.1496,0.1479,0.0689,2.932
303,436,7,0.9109,0.4483,0.0916,4.985
303,441,6,0.9029,0.2315,0.1595,7.021
303,446,7,0.9245,0.9134,0.1644,8.108
303,451,7,0.7801,1.3165,0.2501,4.646
303,456,4,0.9862,0.7184,0.1934,5.581
303,461,2,0.8233,1.2242,0.2204,1.091
303,466,5,0.8257,0.6668,0.2138,10.224
303,471,1,1.0662,1.5550,0.3699,2.880
303,476,3,1.0199,1.0978,0.3252,1.939
303,481,0,1.1874,0.2782,0.0935,4.017
303,486,0,1.2919,0.4322,0.1914,4.299
303,491,1,0.9331,0.5206,0.1861,3.336
303,496,4,0.7689,0.0740,0.1348,4.083
303,501,5,0.9309,0.0109,0.0559,4.410
303,506,6,0.7004,0.0011,0.0591,6.115
303,511,6,0.6220,0.0595,0.1052,2.489
303,516,7,0.4426,0.0034,0.0713,3.919
303,521,7,0.2604,0.0126,0.0504,2.182
303,526,8,0.1480,-0.0008,0.0421,3.135
303,531,7,0.3867,0.0014,0.0506,14.069
303,536,7,0.2448,0.0004,0.0617,10.242
303,541,8,0.1412,-0.0029,0.0513,20.654
303,546,6,0.3404,0.0006,0.0378,7.714
303,551,7,0.5957,-0.0001,0.0821,15.932
303,556,8,0.2288,-0.0014,0.0780,5.208
303,561,7,0.2488,0.0017,0.0753,4.796
303,566,6,0.3901,0.0041,0.0383,5.753
303,571,8,0.4712,-0.0027,0.0583,3.332
303,576,8,0.3436,0.0031,0.0461,11.384
303,581,8,0.1778,0.0006,0.1143,8.403
303,586,5,0.9521,0.0072,0.0609,2.328
303,591,5,0.7085,0.0017,0.0827,10.686
303,596,7,0.3350,0.0000,0.0798,3.697
303,601,8,0.1376,0.0014,0.0523,12.517
303,606,8,0.2239,0.0001,0.1275,11.106
303,611,8,0.1924,0.0025,0.0869,10.634
303,616,8,0.1590,0.0034,0.1606,17.216
303,621,8,0.2047,0.0059,0.0988,8.035
303,626,8,0.1251,0.0007,0.0775,23.500
303,631,8,0.1752,0.0010,0.0657,7.119
303,636,8,0.2452,0.0041,0.0556,15.055
303,641,5,0.4242,0.1034,0.1221,1.079
303,646,8,0.1645,0.0001,0.0684,4.609
303,651,7,0.2358,0.0011,0.0826,5.855
303,656,8,0.1147,0.0032,0.0417,13.366
303,661,8,0.2499,0.0029,0.1163,8.443
303,666,8,0.1580,0.0009,0.1668,8.782
303,671,8,0.2294,-0.0017,0.1588,18.097
303,676,7,0.2835,-0.0005,0.1431,3.193
303,681,8,0.6701,-0.0032,0.1237,8.889
303,686,8,0.5017,0.0017,0.0976,27.830
303,691,4,0.5953,0.0211,0.1082,2.888
303,696,6,0.2646,0.0015,0.0832,3.086
303,701,8,0.1895,0.0004,0.1374,6.036
303,706,8,0.2104,0.0047,0.0607,22.230
303,711,8,0.1248,-0.0000,0.0520,21.594
303,716,8,0.1985,0.0011,0.0668,23.767
303,721,8,0.0917,0.0009,0.0825,20.427
303,726,8,0.1269,0.0001,0.0539,8.721
303,731,8,0.1393,0.0015,0.1606,13.275
303,736,8,0.1244,0.0000,0.1019,8.497
303,741,8,0.1038,0.0008,0.1149,17.403
303,746,8,0.1309,0.0009,0.0820,19.570
303,751,8,0.1581,-0.0037,0.0577,11.469
303,756,8,0.1237,0.0010,0.0685,15.581
303,761,8,0.1397,0.0012,0.1465,14.605
303,766,8,0.1429,0.0009,0.0976,21.472
303,771,8,0.1638,0.0011,0.0484,22.402
303,776,8,0.1951,0.0005,0.1811,23.622
303,781,8,0.2268,0.0019,0.0782,16.886
303,786,8,0.1520,0.0003,0.0505,7.955
303,791,8,0.1062,0.0021,0.0983,21.441
303,796,6,0.2459,-0.0002,0.0959,8.477
303,801,8,0.1255,0.0005,0.0878,16.953
303,806,8,0.1754,0.0004,0.0909,6.850
303,811,7,0.2614,0.0057,0.1544,2.144
303,816,8,0.1488,0.0036,0.0431,24.064
303,821,8,0.1644,-0.0006,0.1774,9.629
303,826,8,0.1095,-0.0001,0.0748,11.048
303,831,8,0.1163,0.0007,0.1326,25.025
303,836,8,0.1244,0.0010,0.0500,11.308
303,841,8,0.2210,0.0056,0.0894,24.927
303,846,7,0.8820,0.0035,0.0937,11.006
303,851,8,0.5878,0.0030,0.1572,14.000
303,856,8,0.2002,0.0034,0.1266,15.342
303,861,8,0.1141,0.0038,0.0940,11.641
303,866,8,0.1483,0.0011,0.1444,24.391
303,871,8,0.1120,0.0001,0.0887,26.551
303,876,8,0.1009,0.0022,0.0903,8.978
303,881,8,0.1218,0.0007,0.1322,18.366
303,886,8,0.1312,0.0016,0.1553,25.404
303,891,8,0.1446,0.0015,0.1021,44.058
303,896,8,0.2753,0.0004,0.1158,14.427
303,901,8,0.1806,0.0012,0.0452,19.466
303,906,8,0.1408,0.0000,0.1300,17.667
303,911,8,0.1591,0.0001,0.1421,28.127
303,916,8,0.1518,0.0002,0.1798,44.568
303,921,8,0.1593,0.0006,0.0730,26.136
303,926,8,0.1303,0.0010,0.0858,20.841
303,931,8,0.1451,0.0009,0.1045,26.855
303,936,8,0.2711,0.0015,0.1597,25.000
303,941,8,0.1623,0.0026,0.0931,14.822
303,946,8,0.1382,0.0020,0.1127,19.882
303,951,8,0.1510,0.0010,0.0525,25.909
303,956,8,0.2103,0.0005,0.0816,12.878
303,961,7,0.2361,0.0008,0.0907,27.930
303,966,8,0.1403,0.0001,0.0978,24.853
303,971,8,0.2076,0.0004,0.1299,54.151
303,976,8,0.1298,0.0004,0.0571,36.054
303,981,8,0.1526,0.0008,0.1215,75.658
303,986,8,0.1060,0.0013,0.1246,17.820
303,991,8,0.1242,0.0003,0.1122,25.288
303,996,8,0.1383,0.0002,0.0919,23.956
303,1001,8,0.1299,0.0003,0.0825,40.940
303,1006,8,0.2056,0.0015,0.1490,24.212
303,1011,8,0.1563,0.0002,0.0568,32.806
303,1016,8,0.1148,0.0013,0.1139,39.255
303,1021,8,0.1270,0.0004,0.0931,19.597
303,1026,8,0.1558,0.0016,0.1022,12.564
303,1031,8,0.1032,0.0006,0.0274,23.913
303,1036,8,0.1326,0.0008,0.1064,23.319
303,1041,8,0.1726,0.0011,0.1105,41.097
303,1046,8,0.1299,0.0006,0.0521,19.593
303,1051,8,0.1691,0.0011,0.0845,10.505
303,1056,8,0.1452,0.0017,0.1801,10.977
303,1061,8,0.1071,0.0012,0.0091,32.406
303,1066,8,0.1225,0.0017,0.1420,27.613
303,1071,8,0.1260,-0.0001,0.0870,70.510
303,1076,8,0.1068,0.0006,0.1472,98.689
303,1081,8,0.1078,0.0011,0.1460,57.387
303,1086,8,0.1053,0.0018,0.0931,43.359
303,1091,8,0.1076,0.0019,0.1412,42.243
303,1096,8,0.1109,0.0011,0.1450,54.788
303,1101,8,0.1103,0.0011,0.1377,18.226
303,1106,8,0.1005,0.0013,0.1388,19.789
303,1111,8,0.0900,0.0011,0.0361,20.279
303,1116,8,0.0955,0.0012,0.0995,44.216
303,1121,8,0.1136,0.0011,0.0650,96.705
303,1126,8,0.1226,0.0015,0.0899,51.707
303,1131,8,0.1178,0.0019,0.0765,33.468
303,1136,8,0.1109,0.0017,0.1239,54.609
303,1141,8,0.1047,0.0021,0.0851,39.907
303,1146,8,0.0994,0.0015,0.0938,24.978
303,1151,8,0.0968,0.0007,0.1382,24.235
303,1156,8,0.0950,0.0011,0.0984,17.950
303,1161,8,0.0936,0.0011,0.0883,26.309
303,1166,8,0.0936,0.0002,0.1246,54.500
303,1171,8,0.0970,0.0004,0.1499,34.935
303,1176,8,0.1003,0.0003,0.1175,12.306
303,1181,8,0.1031,0.0007,0.1050,73.347
303,1186,8,0.1057,0.0007,0.1013,25.633
303,1191,8,0.1080,-0.0005,0.0976,52.362
303,1196,8,0.1105,0.0003,0.0631,42.511
404,1,0,2.9624,0.0678,0.0320,15.455
404,6,1,2.9821,-0.0771,-0.0329,8.614
404,11,0,2.9685,0.0949,0.0759,5.013
404,16,0,2.8651,0.4435,0.1657,8.064
404,21,0,2.9748,0.5102,0.2577,3.568
404,26,0,2.8185,-0.3034,0.0533,3.643
404,31,0,9.4456,0.0910,0.0591,2.950
404,36,0,8.6200,0.1284,0.0628,2.293
404,41,0,4.6082,0.0101,0.0262,4.987
404,46,0,7.1333,0.0167,0.0457,1.256
404,51,0,2.2183,0.0091,0.0349,4.267
404,56,2,4.0256,0.0164,0.0858,3.002
404,61,1,2.1938,-0.0365,0.1001,3.929
404,66,0,8.0028,-0.2518,0.0488,5.100
404,71,0,3.7532,-0.2993,0.0400,5.776
404,76,0,3.8761,-0.0921,0.0401,5.068
404,81,0,3.1581,-0.0195,0.0494,1.438
404,86,0,3.0598,0.0046,0.0694,2.007
404,91,1,2.7133,-0.0194,0.0250,2.784
404,96,0,2.6673,0.0093,0.0586,1.336
404,101,0,3.6402,0.0035,0.0782,2.469
404,106,0,2.7823,0.0255,0.0892,3.255
404,111,0,2.5124,-0.3092,0.1379,4.893
404,116,1,4.0549,0.1820,0.3854,1.232
404,121,0,4.9707,-0.1648,0.0729,1.373
404,126,0,2.8110,0.0895,0.0528,3.244
404,131,0,2.9552,0.0906,0.0835,2.186
404,136,0,2.8289,0.1035,0.1587,2.299
404,141,0,3.0061,0.0068,0.1792,1.165
404,146,0,5.8941,0.1059,0.1821,1.778
404,151,0,2.6154,-0.3585,0.1634,1.276
404,156,0,3.5458,0.0566,0.2139,3.891
404,161,0,2.6703,-0.1864,0.1290,3.090
404,166,0,3.2685,0.0480,0.1189,2.818
404,171,1,2.7287,0.1380,0.1232,3.488
404,176,2,2.2212,0.0687,0.1699,1.937
404,181,2,2.3417,-0.0974,0.2174,2.319
404,186,1,2.3866,-0.2547,0.3080,2.575
404,191,0,2.3569,0.3007,0.1963,2.009
404,196,0,2.5006,0.2174,0.2163,2.347
404,201,1,2.4173,0.4647,0.2775,8.584
404,206,0,2.6065,0.1957,0.3053,6.088
404,211,0,2.7317,0.1118,0.2966,3.624
404,216,2,2.7961,0.0704,0.4415,3.422
404,221,0,2.5466,0.1652,0.3035,2.570
404,226,0,16.0526,-2.0582,0.2730,1.993
404,231,0,3.5076,0.0619,0.2393,4.424
404,236,0,2.3287,0.1407,0.3084,3.039
404,241,0,1.9966,0.2298,0.2149,7.180
404,246,3,1.1132,0.3656,0.2624,2.159
404,251,1,2.1677,0.2193,0.1452,4.846
404,256,0,2.6378,0.0314,0.2247,2.421
404,261,0,3.2296,0.2092,0.1776,6.564
404,266,2,3.7012,0.2965,0.2088,8.924
404,271,1,1.8687,0.1143,0.2846,2.689
404,276,1,2.7111,0.2768,0.2036,4.548
404,281,1,4.0452,1.3498,0.3210,6.967
404,286,0,3.8756,0.7485,0.2993,1.367
404,291,0,2.7913,1.5002,0.5857,8.101
404,296,1,2.5968,0.3617,0.1188,7.752
404,301,1,3.2600,0.0210,0.1967,2.210
404,306,0,2.9864,-0.0165,0.2272,4.448
404,311,0,3.6347,-0.0135,0.1903,14.504
404,316,2,2.2246,-0.0201,0.1383,3.002
404,321,2,2.5941,0.3541,0.2409,2.787
404,326,2,2.0640,0.1327,0.2183,6.286
404,331,1,2.5202,0.7162,0.2632,2.081
404,336,1,2.6033,1.0089,0.1892,2.198
404,341,4,2.5248,0.4503,0.3332,6.016
404,346,2,2.3355,0.8156,0.2753,2.251
404,351,1,1.7836,0.7585,0.3018,2.086
404,356,0,1.5419,0.2619,0.1255,12.821
404,361,0,2.0164,-0.1015,0.0854,4.917
404,366,0,2.5309,-0.2884,0.3665,0.765
404,371,0,2.5430,0.3401,0.1793,4.060
404,376,0,2.1839,0.3531,0.3247,2.456
404,381,1,1.5963,0.3141,0.2399,2.736
404,386,3,2.4260,0.1908,0.1008,3.910
404,391,3,1.3498,0.0747,0.1607,3.569
404,396,2,0.8201,0.0191,0.1286,2.420
404,401,4,0.5658,0.1450,0.0943,3.043
404,406,4,0.6352,0.0142,0.0364,2.648
404,411,6,0.3406,0.0317,0.0640,4.912
404,416,5,0.2736,0.0347,0.0278,3.776
404,421,7,0.3505,-0.0001,0.0578,4.585
404,426,8,0.2412,-0.0011,0.0548,20.753
404,431,8,0.2211,0.0002,-0.0007,14.623
404,436,7,0.3029,0.0089,0.0792,3.013
404,441,8,0.3600,0.0006,0.0434,7.006
404,446,8,0.1577,0.0017,0.0905,7.167
404,451,8,0.1409,0.0006,0.0909,7.713
404,456,8,0.1539,-0.0013,0.1040,8.194
404,461,8,0.1244,0.0006,0.1393,5.947
404,466,8,0.1592,0.0012,0.0348,21.119
404,471,6,0.7728,0.0099,0.0634,6.009
404,476,8,0.2045,0.0003,0.0504,3.960
404,481,8,0.1296,0.0008,0.0946,4.481
404,486,2,0.6528,0.0028,0.1382,2.178
404,491,6,0.9641,0.0028,0.1026,5.683
404,496,6,0.5599,0.0088,0.1033,4.151
404,501,7,0.8308,-0.0004,0.1042,3.620
404,506,7,0.5430,-0.0030,0.1305,4.981
404,511,7,0.2206,0.0106,0.0878,11.163
404,516,6,0.3590,0.0007,0.0802,10.727
404,521,7,0.5112,-0.0013,0.0870,3.470
404,526,6,0.6461,0.0087,0.0972,1.964
404,531,8,0.2133,0.0009,0.1316,13.876
404,536,8,0.1228,-0.0004,0.1185,7.873
404,541,8,0.1574,0.0077,0.1406,17.456
404,546,8,0.1365,0.0004,0.0931,13.937
404,551,8,0.1605,0.0005,0.0762,13.714
404,556,8,0.1168,-0.0001,0.0699,23.506
404,561,8,0.1459,0.0011,0.1028,2.806
404,566,4,0.7107,0.0008,0.1091,3.048
404,571,5,1.1754,0.0399,0.1127,5.147
404,576,6,0.9598,0.0277,0.1183,3.911
404,581,6,0.6481,0.0036,0.0937,4.625
404,586,8,0.1901,-0.0006,0.1053,5.354
404,591,7,0.3270,0.0012,0.0296,11.727
404,596,8,0.1995,0.0023,0.1048,14.208
404,601,7,0.8281,0.0003,0.0954,6.910
404,606,8,0.1752,0.0011,0.0371,42.875
404,611,8,0.1292,0.0012,0.1082,7.448
404,616,7,0.3090,-0.0000,0.0513,7.784
404,621,8,0.1180,0.0019,0.1284,31.406
404,626,8,0.2417,0.0001,0.1306,7.216
404,631,7,0.7282,-0.0052,0.0583,9.432
404,636,6,0.5631,0.0003,0.0442,3.472
404,641,7,0.4550,0.0028,0.1336,6.651
404,646,6,0.3078,0.0016,0.1684,9.909
404,651,8,0.1367,0.0031,0.0687,3.400
404,656,8,0.2197,0.0000,0.0916,9.852
404,661,8,0.1067,0.0004,0.0691,13.030
404,666,8,0.1258,0.0039,0.0645,4.451
404,671,8,0.1448,0.0013,0.0958,11.087
404,676,8,0.1368,0.0031,0.0911,10.003
404,681,8,0.1187,0.0002,0.0304,8.904
