offset,step,support_modes,max_particle_dist,logit_gap,paired_margin,grad_ratio_d_over_g
404,686,8,0.0997,0.0001,0.1607,27.318
404,691,8,0.1445,0.0004,0.1324,15.088
404,696,8,0.2774,0.0006,0.0836,10.556
404,701,7,0.3203,0.0001,0.0972,2.544
404,706,7,0.9606,0.0051,0.0965,7.497
404,711,7,1.1029,0.0032,0.0888,22.011
404,716,7,1.0946,0.0029,0.1970,5.742
404,721,5,1.0516,0.0142,0.1461,4.050
404,726,1,0.7888,0.0681,0.1248,2.856
404,731,8,0.2341,0.0071,0.0555,11.534
404,736,8,0.1552,0.0045,0.1185,16.735
404,741,8,0.1619,-0.0008,0.0574,8.394
404,746,5,0.3871,0.0013,0.0707,5.919
404,751,6,0.2245,0.0037,0.0745,5.498
404,756,8,0.2442,0.0001,0.1048,6.780
404,761,8,0.2420,-0.0025,0.1688,6.141
404,766,8,0.1326,-0.0000,0.0750,14.690
404,771,8,0.2148,0.0002,0.1636,9.469
404,776,8,0.2077,-0.0015,0.1351,9.118
404,781,8,0.3513,0.0007,0.1122,2.964
404,786,8,0.3161,0.0006,0.0321,8.415
404,791,8,0.1257,0.0039,0.0650,15.889
404,796,8,0.1095,-0.0004,0.0573,32.510
404,801,8,0.1203,-0.0001,0.0685,8.493
404,806,8,0.1820,0.0038,0.1567,10.086
404,811,8,0.1553,0.0044,0.1043,8.949
404,816,8,0.1357,0.0040,0.0452,8.178
404,821,8,0.1419,0.0008,0.1144,28.685
404,826,8,0.1107,0.0009,0.0930,22.061
404,831,8,0.0939,0.0010,0.0552,8.812
404,836,8,0.0963,0.0014,0.0750,28.898
404,841,8,0.1651,0.0007,0.0774,10.371
404,846,8,0.1286,0.0013,0.1161,15.402
404,851,8,0.1151,0.0008,0.0603,40.395
404,856,8,0.1017,0.0017,0.1011,33.615
404,861,8,0.0845,0.0010,0.1137,15.709
404,866,8,0.1185,0.0007,0.0339,16.978
404,871,8,0.0799,0.0023,0.0916,38.593
404,876,8,0.1568,0.0009,0.1114,15.635
404,881,8,0.1293,0.0011,0.1178,46.403
404,886,8,0.1699,0.0003,0.1087,30.894
404,891,8,0.1830,0.0003,0.1432,16.227
404,896,8,0.1244,0.0013,0.0849,15.562
404,901,8,0.2838,0.0031,0.1053,9.451
404,906,8,0.1163,0.0012,0.0595,10.262
404,911,8,0.1128,0.0005,0.0363,21.987
404,916,8,0.1139,0.0007,0.1628,37.792
404,921,8,0.1172,0.0005,0.0923,40.732
404,926,8,0.1087,0.0006,0.0539,54.846
404,931,8,0.1074,0.0015,0.0788,37.949
404,936,8,0.1147,0.0010,0.1022,27.933
404,941,8,0.1510,0.0015,0.1625,7.241
404,946,6,0.4546,-0.0000,0.1025,19.091
404,951,8,0.3761,0.0033,0.1324,14.661
404,956,8,0.1873,0.0003,0.1469,45.881
404,961,8,0.1253,0.0006,0.1808,61.086
404,966,8,0.1245,0.0062,0.1296,14.667
404,971,8,0.1154,0.0006,0.1708,31.712
404,976,8,0.1143,0.0009,0.0701,66.745
404,981,8,0.0975,0.0004,0.1236,33.311
404,986,8,0.1255,0.0014,0.1491,28.417
404,991,8,0.0999,0.0020,0.1185,19.512
404,996,8,0.1029,0.0027,0.1240,28.175
404,1001,8,0.1192,-0.0001,0.1137,41.702
404,1006,8,0.0834,0.0024,0.1471,37.237
404,1011,8,0.1546,0.0002,0.0713,31.684
404,1016,8,0.2968,0.0013,0.1353,28.167
404,1021,8,0.1963,0.0013,0.0702,17.358
404,1026,8,0.1145,0.0006,0.1303,46.579
404,1031,8,0.0981,0.0018,0.1785,15.882
404,1036,8,0.1073,0.0024,0.0800,66.769
404,1041,8,0.0820,0.0033,0.0840,12.500
404,1046,8,0.0937,0.0021,0.1364,34.313
404,1051,8,0.1080,0.0014,0.0857,35.571
404,1056,8,0.1114,0.0006,0.1242,23.373
404,1061,8,0.1002,0.0006,0.0380,60.711
404,1066,8,0.0954,0.0022,0.1468,19.085
404,1071,8,0.0847,0.0018,0.1823,52.145
404,1076,8,0.0903,0.0011,0.1018,31.220
404,1081,8,0.0974,0.0027,0.1489,23.036
404,1086,8,0.1201,0.0011,0.1208,43.180
404,1091,8,0.1139,0.0021,0.0212,50.296
404,1096,8,0.1186,0.0017,0.0811,6.942
404,1101,8,0.1534,0.0033,0.1096,4.452
404,1106,8,0.1687,0.0027,0.1381,12.241
404,1111,8,0.1714,0.0015,0.0755,31.132
404,1116,8,0.1498,0.0016,0.1587,19.608
404,1121,8,0.1309,0.0014,0.1540,10.990
404,1126,8,0.1247,0.0011,0.1226,14.271
404,1131,8,0.1227,0.0009,0.1163,20.124
404,1136,8,0.1196,0.0016,0.1314,56.542
404,1141,8,0.1151,0.0013,0.1570,35.034
404,1146,8,0.1100,0.0011,0.1420,8.697
404,1151,8,0.1039,-0.0001,0.1166,30.414
404,1156,8,0.1055,0.0009,0.1113,28.538
404,1161,8,0.1079,0.0003,0.0820,24.724
404,1166,8,0.1104,0.0004,0.0970,18.800
404,1171,8,0.1119,0.0002,0.0917,20.767
404,1176,8,0.1142,0.0007,0.2288,31.685
404,1181,8,0.1159,0.0005,0.1102,33.276
404,1186,8,0.1166,0.0001,0.0933,30.606
404,1191,8,0.1172,0.0007,0.1491,27.968
404,1196,8,0.1175,0.0009,0.0722,17.105
505,1,0,2.9306,0.0513,0.0262,23.497
505,6,0,2.8374,-0.0714,-0.0079,4.932
505,11,0,2.9156,0.0416,0.0552,4.073
505,16,0,2.8764,0.2345,0.1053,16.309
505,21,0,2.7880,0.2161,0.0965,5.295
505,26,0,2.6763,0.1110,0.0656,1.893
505,31,0,5.2265,0.0413,0.0129,3.016
505,36,1,2.6354,0.1969,0.0626,3.258
505,41,0,2.8223,-0.1086,0.0702,2.608
505,46,0,2.7652,0.1769,0.0951,5.026
505,51,1,2.9125,0.1259,0.0763,3.975
505,56,0,2.4132,0.1697,0.0537,3.103
505,61,0,2.3104,-0.0691,0.0223,4.860
505,66,0,2.5894,0.0184,0.0660,2.443
505,71,0,2.4373,0.0423,0.0630,3.019
505,76,1,1.7304,0.0219,0.0439,3.997
505,81,0,3.0956,-0.0854,0.0713,1.534
505,86,0,1.8042,-0.1596,0.0369,3.274
505,91,1,1.5463,0.0705,0.0604,2.298
505,96,0,2.1270,0.0528,0.0716,1.111
505,101,0,3.0370,0.0622,0.0858,2.506
505,106,0,3.7598,0.0192,0.1163,4.390
505,111,0,3.0339,-0.0033,0.1063,2.539
505,116,0,2.1206,0.0450,0.1615,3.351
505,121,0,2.3134,0.0280,0.1281,2.431
505,126,0,2.8308,0.1889,0.1095,3.249
505,131,1,2.8044,0.1772,0.1184,7.979
505,136,0,2.8696,0.1489,0.1328,0.931
505,141,0,2.6917,0.0259,0.0662,2.766
505,146,0,2.7067,0.0362,0.0688,2.465
505,151,1,2.7262,-0.0121,0.0374,3.831
505,156,0,5.4173,0.1801,0.1448,5.866
505,161,0,3.0154,0.2114,0.1467,2.158
505,166,0,2.1863,0.2413,0.1612,2.170
505,171,0,23.4669,-0.7237,0.2106,2.235
505,176,0,7.1157,-0.1227,0.1711,4.219
505,181,1,2.6812,0.2409,0.1675,12.461
505,186,0,2.7302,0.3525,0.4597,2.477
505,191,1,2.8413,0.0424,0.0603,3.950
505,196,0,2.9039,0.3107,0.1791,3.046
505,201,0,2.8223,0.1973,0.1124,5.419
505,206,0,2.8657,0.1441,0.1478,2.601
505,211,0,2.8739,0.2488,0.1895,3.099
505,216,0,4.9246,0.2324,0.2064,8.308
505,221,0,7.2631,-0.2986,0.2293,6.857
505,226,0,2.9045,0.1972,0.2000,6.063
505,231,0,2.6932,0.1066,0.1987,3.057
505,236,0,2.7261,0.2470,0.2453,2.024
505,241,2,2.7462,0.1163,0.2716,2.709
505,246,1,2.7692,0.0987,0.0965,2.972
505,251,0,2.8782,0.3460,0.2201,3.204
505,256,0,2.7016,0.2717,0.2263,4.119
505,261,0,2.0629,0.4814,0.5105,9.148
505,266,2,2.8785,0.2782,0.2042,2.599
505,271,0,2.8107,0.4562,0.3990,3.920
505,276,0,2.7700,0.5508,0.2864,3.519
505,281,0,2.3580,0.3795,0.4825,4.925
505,286,1,1.8959,0.1501,0.1279,8.159
505,291,2,1.9000,0.3724,0.2273,4.158
505,296,0,1.7069,0.4545,0.2811,10.852
505,301,0,1.7527,0.2988,0.3224,9.619
505,306,1,1.6031,-0.0031,0.1363,2.407
505,311,2,1.7525,0.1659,0.1358,5.727
505,316,3,3.0055,0.2884,0.2585,6.522
505,321,3,2.3489,-0.0020,0.0836,3.313
505,326,2,2.1660,-0.0116,0.0994,1.304
505,331,1,2.3539,-0.0221,0.0826,4.095
505,336,4,1.8019,-0.1153,0.0899,4.529
505,341,2,2.1041,-0.0243,0.1851,3.181
505,346,1,2.2543,-0.1047,0.1742,2.460
505,351,2,2.0138,0.0073,0.1420,6.160
505,356,0,1.9940,-0.0018,0.1093,1.751
505,361,0,2.1030,-0.0485,0.1953,2.389
505,366,1,1.9348,0.0059,0.1343,3.862
505,371,0,2.0084,-0.0063,0.1754,3.543
505,376,1,2.4543,-0.0061,0.2086,4.147
505,381,1,1.7292,0.0851,0.1724,3.121
505,386,0,2.0229,0.3451,0.2519,4.264
505,391,2,2.1313,0.0291,0.1812,7.118
505,396,1,1.8907,0.2429,0.1545,4.167
505,401,0,2.2655,0.3891,0.2002,11.859
505,406,3,1.8147,0.4203,0.3164,3.987
505,411,4,1.7145,0.0189,0.1275,4.872
505,416,3,1.8864,0.1077,0.1070,4.176
505,421,4,1.5464,0.3248,0.1377,9.783
505,426,0,1.6227,0.5573,0.1645,4.416
505,431,6,1.4232,0.4179,0.1771,3.115
505,436,2,1.1688,0.1973,0.1884,2.880
505,441,5,0.9005,0.7360,0.2076,3.145
505,446,2,1.0599,0.2786,0.1232,3.933
505,451,2,1.2161,1.0605,0.1922,12.676
505,456,2,1.9659,0.3597,0.1869,3.897
505,461,5,0.7803,-0.0345,0.0929,7.037
505,466,5,0.6431,0.9005,0.2146,3.571
505,471,3,0.7695,0.9755,0.3127,3.983
505,476,1,1.7634,0.6679,0.0444,5.537
505,481,0,1.6970,1.1652,0.4606,5.186
505,486,0,2.4045,0.8003,0.3012,14.143
505,491,0,2.0596,1.0363,0.3455,10.060
505,496,0,1.7810,1.0222,0.4427,2.218
505,501,0,1.9178,0.1010,0.0815,6.673
505,506,2,1.9406,0.1027,0.2518,2.700
505,511,1,1.8641,0.5855,0.2726,2.376
505,516,5,1.7438,0.4185,0.3002,2.597
505,521,0,1.9046,0.5727,0.3766,1.066
505,526,3,0.8156,0.0822,0.0493,3.631
505,531,4,1.1106,0.0136,0.0538,4.812
505,536,6,0.8489,0.1135,0.0892,1.719
505,541,4,1.0491,0.1410,0.1004,1.560
505,546,3,1.0162,0.0432,0.1635,2.766
505,551,6,0.9167,0.0363,0.1878,2.566
505,556,5,1.0338,0.1868,0.0989,5.305
505,561,6,0.7824,-0.0252,0.0590,10.089
505,566,5,0.6377,0.0207,0.2140,2.541
505,571,7,0.3929,0.4614,0.2363,2.167
505,576,2,0.6153,0.8726,0.2786,2.236
505,581,2,0.9012,0.9650,0.1726,2.518
505,586,5,0.5819,0.3108,0.2642,5.520
505,591,7,0.3412,1.0769,0.2293,1.856
505,596,2,1.6467,1.6794,0.2818,1.680
505,601,0,1.1232,1.2446,0.3948,2.609
505,606,4,1.1055,1.5045,0.6052,6.084
505,611,0,1.4012,1.4367,0.6318,3.404
505,616,3,1.5432,0.9346,0.3319,4.967
505,621,5,1.2043,1.1129,0.5864,3.257
505,626,5,1.2033,1.9823,0.5189,2.328
505,631,1,1.2400,1.5551,0.6465,4.978
505,636,0,1.4900,1.8165,0.6042,1.371
505,641,1,1.5746,0.0415,0.1078,7.387
505,646,1,1.4561,1.5237,0.6324,5.186
505,651,3,1.2093,0.7461,0.3641,5.430
505,656,2,1.1933,1.3246,0.6282,7.746
505,661,1,0.5734,0.6466,0.5190,4.373
505,666,1,0.8898,0.1459,0.1909,10.067
505,671,1,0.5976,1.1428,0.4847,3.433
505,676,1,0.8857,1.0752,0.4900,1.665
505,681,3,0.9611,0.7951,0.6271,2.297
505,686,1,0.7860,1.2509,0.5748,9.214
505,691,3,0.9267,1.0548,0.4198,3.281
505,696,2,1.1531,1.6401,0.6579,1.650
505,701,2,1.1957,0.0405,0.1205,10.704
505,706,1,1.2834,0.2478,0.4517,2.936
505,711,0,1.4463,0.0130,0.1516,4.732
505,716,2,1.3246,-0.1197,0.2400,3.186
505,721,2,1.2542,-0.1058,0.1951,7.130
505,726,3,1.3058,-0.0261,0.4051,3.897
505,731,2,0.9076,-0.0725,0.6264,3.638
505,736,3,1.1493,0.0526,0.3782,5.895
505,741,4,0.7344,-0.0327,0.4848,5.063
505,746,1,1.1680,0.3534,0.2505,3.538
505,751,0,1.3845,0.3704,0.4675,2.004
505,756,1,1.5863,0.2846,0.2692,3.825
505,761,0,1.5589,0.1324,0.4306,4.277
505,766,1,1.3272,0.5252,0.5004,3.199
505,771,3,1.8007,0.2738,0.4773,3.587
505,776,4,1.7364,0.4843,0.2837,11.143
505,781,4,1.0885,0.4840,0.5465,3.956
505,786,4,0.8582,0.5348,0.3850,4.292
505,791,1,1.1884,1.3134,0.4720,6.392
505,796,3,0.6843,0.9784,0.6141,4.289
505,801,3,0.8014,0.9726,0.4211,9.532
505,806,3,0.8960,1.1676,0.5577,4.847
505,811,3,1.5376,1.4547,0.7971,3.443
505,816,1,1.5597,1.2032,1.0130,5.740
505,821,3,1.0852,0.9744,0.7530,5.934
505,826,4,0.9424,1.3967,0.7811,4.564
505,831,4,1.0904,1.4238,0.8657,4.136
505,836,3,1.0192,1.3990,0.8006,5.318
505,841,6,0.6360,0.9950,0.7352,9.510
505,846,4,0.6236,1.7702,0.9758,3.049
505,851,2,0.6915,1.4625,0.7054,4.292
505,856,4,0.3809,1.3851,0.5957,3.863
505,861,4,0.8670,1.6116,0.8619,4.474
505,866,6,0.7694,1.7383,0.8006,6.309
505,871,3,0.6738,2.1051,0.7829,2.609
505,876,5,0.9843,2.2316,1.0617,2.585
505,881,6,0.7755,2.6010,1.0494,4.191
505,886,5,0.6984,2.2988,0.8853,8.862
505,891,6,0.5388,2.2673,0.8347,6.651
505,896,5,0.4109,2.0721,0.9598,4.489
505,901,6,0.2555,2.4529,1.1414,5.795
505,906,6,0.2180,2.3090,0.9893,16.654
505,911,2,0.8127,2.8795,1.3926,2.518
505,916,4,1.0877,1.7648,0.7469,7.841
505,921,3,0.9307,2.3678,1.0311,9.110
505,926,4,0.4803,2.6033,0.9911,7.474
505,931,6,0.2032,2.5624,0.7401,6.162
505,936,6,0.1987,2.9622,1.0455,4.635
505,941,6,0.1431,3.1376,1.0523,7.601
505,946,5,0.4166,3.2765,1.0893,6.220
505,951,6,0.2078,3.0000,1.3739,5.595
505,956,6,0.1977,3.1628,1.3883,2.475
505,961,6,0.1594,3.1785,1.1194,19.196
505,966,6,0.2087,3.0211,1.2254,10.879
505,971,6,0.1220,3.4358,1.1050,12.839
505,976,6,0.1734,3.4811,1.0776,14.403
505,981,6,0.1842,3.4141,1.5715,10.253
505,986,6,0.1335,3.8246,1.4711,16.049
505,991,6,0.1413,3.1357,1.4883,17.834
505,996,6,0.1321,3.5036,1.3297,12.808
505,1001,6,0.1243,3.4586,1.4138,13.909
505,1006,6,0.2073,4.0767,1.1118,5.547
505,1011,6,0.1232,3.9221,1.0743,14.009
505,1016,6,0.1049,4.0516,1.5394,15.816
505,1021,6,0.1084,3.8593,1.3415,15.046
505,1026,6,0.1070,3.7087,1.2247,22.922
505,1031,6,0.0951,3.9419,1.3789,19.701
505,1036,6,0.1178,4.0756,1.6907,50.750
505,1041,6,0.1176,3.9028,1.6598,8.941
505,1046,6,0.0986,3.8386,1.5497,49.323
505,1051,6,0.1481,4.3750,1.9023,14.407
505,1056,6,0.0943,4.0682,1.4574,11.152
505,1061,6,0.1004,4.0195,1.6462,36.016
505,1066,6,0.1188,4.1573,1.7402,23.516
505,1071,6,0.1043,4.1674,1.5112,9.718
505,1076,6,0.1195,4.1494,1.4625,60.000
505,1081,6,0.1164,4.1088,1.4109,50.324
505,1086,6,0.1304,4.2684,1.3615,9.988
505,1091,6,0.1268,4.3710,1.8290,67.459
505,1096,6,0.1097,4.2664,1.6462,46.773
505,1101,6,0.1126,4.3059,1.1768,26.634
505,1106,6,0.1134,4.1259,1.3131,96.377
505,1111,6,0.1115,4.3701,1.6964,25.162
505,1116,6,0.1107,4.3722,1.3869,40.962
505,1121,6,0.1104,4.3130,1.5348,59.374
505,1126,6,0.1162,4.3026,1.5262,39.292
505,1131,6,0.1242,4.3383,1.6380,16.280
505,1136,6,0.1266,4.3413,1.4252,83.786
505,1141,6,0.1210,4.3123,1.8193,25.686
505,1146,6,0.1167,4.3595,1.4171,18.010
505,1151,6,0.1129,4.3789,1.7635,46.364
505,1156,6,0.1106,4.3745,1.6196,34.891
505,1161,6,0.1089,4.3910,1.4759,21.200
505,1166,6,0.1065,4.3930,1.4933,32.679
505,1171,6,0.1061,4.4032,1.5337,26.917
505,1176,6,0.1064,4.3912,1.6248,57.372
505,1181,6,0.1071,4.4053,1.4977,115.958
505,1186,6,0.1078,4.3981,1.4162,69.388
505,1191,6,0.1083,4.3958,1.6958,42.191
505,1196,6,0.1076,4.3881,1.2953,35.261
606,1,0,2.9623,0.0518,0.0233,63.826
606,6,0,2.9853,0.0230,0.0200,19.000
606,11,0,2.8884,0.1735,0.1018,5.020
606,16,0,8.1161,0.0663,0.0637,15.379
606,21,0,6.0975,0.2285,0.0353,7.843
606,26,0,3.1634,-0.0059,0.0073,7.582
606,31,0,4.6653,0.0126,0.0058,3.304
606,36,0,4.2148,0.0319,0.0447,3.740
606,41,0,2.9459,0.1447,0.0552,3.914
606,46,0,3.1266,0.2159,0.0722,3.120
606,51,0,2.5203,-0.0508,0.0501,2.506
606,56,0,2.3407,0.3216,0.1110,4.583
606,61,0,3.3156,0.5471,0.1410,2.517
606,66,0,3.0741,0.6523,0.2466,2.669
606,71,0,3.7792,0.0380,0.0619,2.532
606,76,1,2.0725,0.0533,0.0446,2.875
606,81,1,2.1741,-0.1765,0.0077,5.581
606,86,0,2.9102,-0.2019,0.0692,5.475
606,91,1,2.7977,0.2237,0.0693,1.626
606,96,0,4.4414,-0.3941,0.0102,6.550
606,101,0,2.4343,-0.1672,0.0691,1.564
606,106,1,2.3256,0.0146,0.1153,3.025
606,111,0,2.9656,0.1029,0.1656,2.789
606,116,1,2.8741,0.1182,0.1619,3.514
606,121,2,2.1983,0.0025,0.0971,6.033
606,126,2,2.5306,0.1627,0.2175,3.125
606,131,0,2.8182,0.0253,0.1149,1.837
606,136,0,2.6121,0.2300,0.2114,4.521
606,141,1,5.1942,0.1606,0.1415,2.330
606,146,0,2.7683,0.0604,0.1613,1.645
606,151,0,6.5647,0.2040,0.1581,4.607
606,156,1,1.9851,0.0494,0.1085,3.237
606,161,0,1.8654,0.0547,0.2851,3.781
606,166,0,3.9368,-0.1027,0.0885,5.353
606,171,0,2.1665,-0.0474,0.0620,4.073
606,176,0,2.6406,-0.0849,0.1366,3.045
606,181,1,1.8766,0.1066,0.1080,2.228
606,186,1,2.3991,0.1897,0.1500,2.297
606,191,1,1.6761,0.2999,0.0821,7.482
606,196,0,1.7739,0.3925,0.2176,1.350
606,201,1,2.0396,0.2286,0.2719,2.669
606,206,0,2.0226,0.5358,0.2102,1.999
606,211,0,1.7367,-0.0502,0.0433,6.104
606,216,1,1.7585,-0.0993,0.1245,2.162
606,221,0,2.0073,-0.0734,0.0663,3.087
606,226,0,2.2163,-0.0241,0.1571,3.760
606,231,2,1.9808,-0.0561,0.1681,4.809
606,236,0,2.7315,0.0022,0.1967,2.337
606,241,0,2.5966,-0.0845,0.2507,0.991
606,246,0,2.0582,-0.0698,0.2422,1.831
606,251,0,1.5961,-0.0073,0.3865,1.954
606,256,1,2.0568,0.0235,0.2112,2.854
606,261,1,2.3693,0.3158,0.3228,32.196
606,266,0,2.3192,0.6314,0.3420,4.800
606,271,1,2.5020,-0.0354,0.4252,4.341
606,276,0,2.1223,-0.1293,0.2038,9.485
606,281,0,2.2983,0.0985,0.3690,3.908
606,286,0,9.1431,0.5510,0.3674,1.512
606,291,1,2.3667,0.2581,0.1384,10.910
606,296,2,2.7404,0.0924,0.1689,2.750
606,301,1,2.8113,0.2068,0.1558,8.796
606,306,0,2.4749,0.0475,0.1454,6.877
606,311,2,2.4966,0.2608,0.1402,2.232
606,316,1,1.7756,0.3297,0.1487,6.732
606,321,1,2.0263,0.0997,0.0972,3.011
606,326,1,1.9284,0.0246,0.0834,2.535
606,331,3,2.9238,0.0730,0.1208,3.244
606,336,1,3.4627,-0.0380,0.1036,3.812
606,341,1,2.7050,0.0542,0.1148,4.674
606,346,1,2.0846,0.0042,0.1173,4.926
606,351,0,2.0667,0.2491,0.2133,3.841
606,356,2,1.9767,0.2561,0.1378,2.656
606,361,0,1.9029,0.1080,0.1626,2.430
606,366,0,1.8602,0.1351,0.1415,3.048
606,371,2,1.8039,0.1208,0.1322,2.789
606,376,1,1.5759,0.3220,0.3599,1.828
606,381,3,1.0676,0.2945,0.2134,3.555
606,386,0,1.3676,0.2159,0.2274,3.401
606,391,3,1.6253,0.2949,0.3001,1.261
606,396,2,1.7797,0.3961,0.2780,2.632
606,401,2,1.6161,0.4385,0.1818,3.692
606,406,1,1.2253,0.6269,0.2819,2.928
606,411,1,1.1010,0.1463,0.1290,2.586
606,416,0,1.2194,0.4845,0.2440,5.264
606,421,3,1.2556,0.5338,0.2799,5.310
606,426,2,0.6364,0.7567,0.2622,3.717
606,431,2,1.1166,0.7186,0.1595,5.361
606,436,1,1.8157,0.2100,0.1354,10.591
606,441,0,1.6951,0.8420,0.3895,0.929
606,446,0,1.6667,0.8057,0.3700,2.151
606,451,0,2.0100,-0.3181,0.1079,13.791
606,456,0,3.4210,-0.2195,0.3155,3.077
606,461,2,1.8721,0.0504,0.2908,4.503
606,466,0,4.0960,0.6637,0.3367,1.630
606,471,1,1.6917,1.3730,0.4227,6.063
606,476,2,1.6208,1.4028,0.3676,2.446
606,481,1,2.0129,1.7358,0.5616,4.020
606,486,1,1.4110,1.3791,0.5009,2.437
606,491,3,1.3625,2.3173,0.5319,2.748
606,496,1,1.6092,2.3456,0.8495,1.960
606,501,2,1.0752,2.0865,0.6017,3.600
606,506,3,0.8343,2.0529,0.5937,3.622
606,511,4,1.1004,1.5450,0.3692,4.073
606,516,1,0.6920,3.1145,0.6667,3.629
606,521,4,0.4532,2.3290,0.5361,4.889
606,526,3,0.4780,2.7754,0.6863,7.126
606,531,2,0.4937,1.7890,0.4709,3.564
606,536,0,2.1814,0.5798,0.3150,10.027
606,541,4,1.6373,1.8642,0.5416,12.098
606,546,4,1.3092,1.3334,0.3467,2.393
606,551,2,0.9767,2.4911,0.6869,2.667
606,556,4,1.0664,2.7513,0.8954,4.437
606,561,2,0.6402,2.6355,0.4807,2.888
606,566,5,0.3094,2.7887,0.7202,4.125
606,571,6,0.3214,2.8404,0.7001,7.193
606,576,5,0.8006,3.5099,1.0708,15.344
606,581,5,0.4030,3.8877,1.1422,5.592
606,586,1,0.5021,1.4858,0.5189,8.376
606,591,4,0.9804,2.5211,0.6769,0.730
606,596,3,0.4460,1.6480,0.5657,5.964
606,601,3,0.5604,2.2271,0.7042,4.648
606,606,4,0.6293,2.8660,0.9220,2.633
606,611,1,1.0698,2.7682,0.8818,3.712
606,616,6,0.3552,1.6384,0.3949,8.943
606,621,6,0.4780,2.0242,0.6243,6.277
606,626,3,1.1952,2.5824,0.8341,7.923
606,631,0,3.1626,1.0085,0.3535,1.343
606,636,1,1.3257,0.0393,0.0207,4.713
606,641,1,1.9101,-0.0078,-0.0010,6.815
606,646,1,1.9905,0.1510,0.0622,6.644
606,651,3,2.1134,0.1559,0.0770,4.419
606,656,2,2.9275,0.1196,0.0946,3.793
606,661,0,1.8910,-0.7871,-0.1109,4.861
606,666,1,1.9190,0.0522,0.0853,6.002
606,671,3,2.6796,0.1613,0.1229,5.505
606,676,2,2.6200,0.2289,0.1186,3.856
606,681,0,1.8235,-0.2109,-0.0125,10.966
606,686,0,1.9473,0.0143,0.0843,8.896
606,691,0,2.1014,0.2881,0.1769,2.065
606,696,3,2.2951,0.0845,0.1466,2.925
606,701,0,2.0416,-0.1066,0.0994,3.864
606,706,2,2.4849,-0.0005,0.0939,1.755
606,711,2,1.2162,-0.0158,0.0614,1.364
606,716,3,0.8785,-0.1306,0.0091,4.593
606,721,7,0.4948,-0.0260,0.0699,2.482
606,726,7,0.4492,-0.0095,0.0626,2.433
606,731,7,0.5085,0.0007,0.0372,2.166
606,736,8,0.4042,-0.0010,0.0913,6.688
606,741,7,0.3039,-0.0003,0.0409,13.031
606,746,8,0.3826,-0.0002,0.0336,8.362
606,751,7,0.3113,-0.0091,0.0889,1.698
606,756,6,0.6173,0.0001,0.1204,5.682
606,761,7,0.6675,-0.0018,0.0538,3.710
606,766,8,0.5036,0.0008,0.0606,20.966
606,771,8,0.6004,-0.0002,0.0684,14.693
606,776,8,0.5824,0.0005,0.0514,15.327
606,781,8,0.5572,0.0010,0.0616,8.538
606,786,7,0.5277,0.0176,0.0437,2.067
606,791,7,0.5237,0.0002,0.0430,4.444
606,796,8,0.2816,0.0003,0.0587,8.976
606,801,8,0.2095,-0.0000,0.0845,14.679
606,806,6,0.2984,0.0005,0.1398,12.793
606,811,7,0.5938,0.0001,0.0861,9.104
606,816,4,0.7312,0.0001,0.1515,7.639
606,821,7,0.7105,0.0014,0.1197,9.415
606,826,8,0.6250,-0.0002,0.1200,11.567
606,831,8,0.4158,0.0002,0.0858,9.510
606,836,7,0.5575,0.0050,0.0700,14.412
606,841,8,0.6077,-0.0002,0.1495,9.525
606,846,8,0.5902,-0.0016,0.0520,10.842
606,851,8,0.6640,0.0017,0.1064,10.820
606,856,7,0.5945,-0.0047,0.0880,11.416
606,861,6,0.6206,0.0029,0.1092,4.997
606,866,7,1.2957,0.0021,0.0915,7.542
606,871,7,1.9031,0.0011,0.1306,8.148
606,876,7,1.5859,0.0004,0.1372,8.430
606,881,4,0.5826,-0.3001,0.1358,3.626
606,886,7,0.3254,0.0012,0.1166,7.040
606,891,8,0.1963,0.0006,0.1982,11.471
606,896,8,0.1997,0.0013,0.1206,15.562
606,901,8,0.1356,0.0012,0.0886,34.083
606,906,8,0.1472,0.0002,0.1631,34.224
606,911,8,0.1407,0.0001,0.0947,29.674
606,916,8,0.1289,-0.0006,0.1248,11.567
606,921,8,0.1584,-0.0002,0.0757,22.461
606,926,8,0.1769,0.0012,0.1065,18.411
606,931,8,0.1722,0.0000,0.1240,11.527
606,936,8,0.1479,0.0001,0.0772,12.897
606,941,6,0.5098,-0.0019,0.1083,8.411
606,946,8,0.2696,0.0024,0.0742,9.503
606,951,8,0.1711,0.0015,0.0119,38.427
606,956,8,0.1369,-0.0005,0.0637,25.878
606,961,8,0.1331,0.0001,0.1303,27.597
606,966,8,0.1417,-0.0001,0.1033,14.385
606,971,8,0.1541,0.0000,0.1408,19.165
606,976,8,0.1545,0.0012,0.0373,17.598
606,981,8,0.1452,-0.0000,0.0904,29.957
606,986,8,0.1465,0.0014,0.0983,32.520
606,991,8,0.1327,0.0016,0.1213,20.784
606,996,8,0.1066,-0.0002,0.0802,18.241
606,1001,8,0.1091,0.0001,0.0977,37.600
606,1006,8,0.1348,0.0001,0.0938,27.472
606,1011,8,0.1321,-0.0002,0.0940,24.195
606,1016,8,0.1395,0.0006,0.1234,55.956
606,1021,8,0.1118,-0.0000,0.1207,21.904
606,1026,8,0.1374,0.0004,0.0960,56.612
606,1031,8,0.1452,-0.0000,0.1171,13.601
606,1036,8,0.1703,0.0030,0.1766,31.371
